Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46,actual_class
-0.00038827866544595435,-0.028864276613153467,-7.708341005954347,-1.570724577664894,0.0,-0.0002770877590784278,2.168404344971009e-19,-1.951563910473908e-18,-0.0018235853665387023,8.673617379884035e-19,1.8140450784560283e-05,0.0,-0.00011589450383821771,-9.18986408554942e-05,0.0,0.0,0.0,0.0,0.0,0.0,-0.00024140710373414032,-0.0022917478841437905,-9.174452832651144e-05,-0.0001277426754274581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6340048205045866,-0.0005745822504497075,0.0,0.0,0.0,-7.733084745499526e-05,6.505367554540737e-07,-0.7803953184372739,0
-7.687514475765579e-07,-0.15248085212869017,-7.594337885135164,-1.878436603013419,0.0,-5.486049964981592e-07,-2.3852447794681098e-18,-2.710505431213761e-20,-3.6105097061996163e-06,6.938893903907228e-18,0.047913820777744094,0.0,-0.25981322866226864,-0.20601913764771326,0.0,0.0,0.0,0.0,0.0,0.0,-4.779610031824259e-07,-4.537422887741209e-06,-0.205674357028663,-0.2936045319433953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002386362837621191,-1.1376132043662248e-06,0.0,0.0,0.0,-0.18062532363051453,6.505367554540737e-07,-0.0029376168358045797,0
-0.00038827866544595435,-0.09896003053012437,-7.711351905488535,-1.5165061620659395,0.0,-0.0002770877590784278,1.0842021724855044e-19,-2.0599841277224584e-18,0.005470756099616062,6.938893903907228e-18,0.0042771756289810055,0.0,-0.00011589450383821771,-9.18986408554942e-05,0.0,0.0,0.0,0.0,0.0,0.0,-0.00024140710373414032,-0.0022917478841437905,-9.174452832651144e-05,-0.004377073660048748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6298904714256114,-0.0005745822504497075,0.0,0.0,0.0,0.0042839276715889996,0.00018874274706083262,-0.777474826053127,0
0.0011648359963378463,-0.10749926797886844,-7.688957169273286,-1.5122721786058548,0.0,0.0008312632772352752,5.421010862427522e-20,3.4423418976414766e-18,-0.0018235853665386902,1.734723475976807e-18,0.00416004782371325,0.0,-0.00011589450383821771,-9.18986408554942e-05,0.0,0.0,0.0,0.0,0.0,0.0,-0.00024140710373414032,-0.0022917478841437905,-9.174452832651144e-05,-0.004377073660048748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6321971084963535,-0.0005745822504497075,0.0,0.0,0.0,-0.0043471402428745965,-0.00010018266033992728,-0.7795876743137732,0
6.715621809956473e-06,0.0004445581832288901,10.724278374708174,0.015795211952066193,0.0,4.792477062837921e-06,2.168404344971009e-19,-1.951563910473908e-18,-1.0513505504932587e-05,8.673617379884035e-19,3.6661220836316566e-05,0.0,-0.00023177895640160115,-0.0001837893075035168,0.0,0.0,0.0,0.0,0.0,0.0,-1.3917828913360602e-06,-1.3212599990096514e-05,-0.00018348099019073312,-0.0002558552832048511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0047685325659443945,-3.3126355168154775e-06,0.0,0.0,0.0,2.8618218299872353e-05,1.3010190772815355e-06,-0.005880051627502979,1
2.6876882380954658e-05,-0.1071592769107265,-10.571643546192089,-0.07690636992696107,0.0,-6.393393690928786e-06,-1.3010426069826053e-18,-3.469446951953614e-18,-4.20765580409363e-05,1.0408340855860843e-17,0.004277175628980993,0.0,-0.00011589450383821771,-9.18986408554942e-05,0.0,0.0,0.0,0.0,0.0,0.0,-5.570114894618643e-06,-5.287872157332349e-05,-9.174452832651144e-05,-0.004377073660048748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01429156886641966,3.9772928408992464e-05,0.0,0.0,0.0,-0.0043471402428745965,0.00018874274706083262,0.017603217928662165,0
1.5206072589426682e-07,-0.008150515492188645,-10.720505623795178,0.0007282073155536217,0.0,1.0851527403260392e-07,2.168404344971009e-19,2.439454888092385e-19,-2.3805558503012364e-07,2.710505431213761e-20,-0.00010032070299064179,0.0,-0.00011589450383821771,-9.189864085549414e-05,0.0,0.0,0.0,0.0,0.0,0.0,-3.1513912297743356e-08,-2.991707398510695e-07,-9.174452832651143e-05,-0.00012793302923529842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3953429068117146e-05,-7.50074640241474e-08,0.0,0.0,0.0,-7.75221186174705e-05,6.505367554540737e-07,6.651628953117886e-05,0
2.306254342729714e-06,-0.019256021257532344,-7.210315503432583,-2.141565587211898,0.0,1.6458149894944932e-06,8.673617379884035e-19,8.538092108323347e-19,1.0831529118622562e-05,0.0,-0.22319316831282388,0.0,-0.25981322866226864,-0.20601913764771326,0.0,0.0,0.0,0.0,0.0,0.0,-4.779610031824259e-07,-4.537422887741209e-06,-0.205674357028663,-0.28509779528106866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002375466973742298,-1.1376132043662248e-06,0.0,0.0,0.0,-0.17207759123296396,-0.00010018266033992728,-0.002933099311762609,0
1.5206072589426682e-07,-0.15243896610832663,-7.4769197305372,-1.9412588987600925,0.0,1.0851527403260392e-07,-2.3852447794681098e-18,-3.469446951953614e-18,-2.380555850164627e-07,1.734723475976807e-18,-0.23171933180247067,0.0,-0.25981322866226864,-0.20601913764771326,0.0,0.0,0.0,0.0,0.0,0.0,-3.1513912297743356e-08,-2.991707398510695e-07,-0.205674357028663,-0.2936045319433953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.395138131808385e-05,-7.50074640241474e-08,0.0,0.0,0.0,0.038914995318002445,6.505367554540737e-07,6.64600137631599e-05,0
-0.00010171821490123395,-0.029161914031767266,-9.004311997968514,-0.9261850795674419,0.0,-0.00011119057494260432,0.0,-8.673617379884035e-18,-0.0007805730601319193,1.0408340855860843e-17,1.8140450784567656e-05,0.0,-0.00011589450383821771,-9.18986408554942e-05,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002228957393229014,-0.0009712247239822016,-9.174452832651144e-05,-0.0001277426754274581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014353380420714991,-0.00022624851637409872,0.0,0.0,0.0,-7.733084745499526e-05,0.00018874274706083262,-0.7803953184372739,0
2.306254342729714e-06,-0.028904559091418584,-10.6970447376229,0.003441386973568132,0.0,1.6458149894944932e-06,-8.131516293641283e-20,4.2012834183813297e-19,1.0831529118626031e-05,4.336808689942018e-19,-0.00010032070299063745,0.0,-0.00011589450383821771,-9.189864085549414e-05,0.0,0.0,0.0,0.0,0.0,0.0,-4.779610031824259e-07,-4.537422887741209e-06,-9.174452832651143e-05,-0.00012793302923529842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002375466973742298,-1.1376132043662248e-06,0.0,0.0,0.0,-7.75221186174705e-05,6.505367554540737e-07,-0.002933099311762609,0
2.6876882380954658e-05,-0.028477272283295996,-10.599515566121292,-0.13224259372249356,0.0,1.918018107278631e-05,2.168404344971009e-19,-1.951563910473908e-18,0.0001262296741228289,8.673617379884035e-19,-0.00010012991447197589,0.0,-0.00011589450383821771,-9.18986408554942e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.6710344683855725e-05,0.00015863616471997033,1.619021088114908e-05,2.301221899866355e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014053819178386924,3.9772928408992464e-05,0.0,0.0,0.0,1.4118276169398469e-05,0.00018874274706083262,0.017447557967353405,0
-7.687514475765579e-07,-0.028905321974106533,-10.697034802104591,0.0034520856459469003,0.0,-5.486049964981592e-07,5.421010862427522e-20,-3.496552006265752e-18,-3.6105097061996163e-06,1.0408340855860843e-17,1.8331239303236004e-05,0.0,-0.00011589450383821771,-9.189864085549414e-05,0.0,0.0,0.0,0.0,0.0,0.0,-4.779610031824259e-07,-4.537422887741209e-06,-9.174452832651143e-05,-0.00012793302923529842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002386524422166983,-1.1376132043662248e-06,0.0,0.0,0.0,-7.75221186174705e-05,-0.00010018266033992728,-0.002940020451930166,0
2.306254342729714e-06,-0.00481535383375164,-10.721131889684258,0.003448984705262879,0.0,1.6458149894944932e-06,2.168404344971009e-19,1.7076184216646695e-18,-3.6105097062115425e-06,8.673617379884035e-19,1.8331239303227548e-05,0.0,-0.00011589450383821771,-9.189864085549414e-05,0.0,0.0,0.0,0.0,0.0,0.0,-4.779610031824259e-07,-4.537422887741209e-06,-9.174452832651143e-05,-0.00012793302923529842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002383102364536395,-1.1376132043662248e-06,0.0,0.0,0.0,-7.75221186174705e-05,-0.00010018266033992728,-0.002938491555334337,0
2.5342549525580154e-07,0.00045012615428528395,10.72694261111914,0.002456763557385571,0.0,1.808523331899242e-07,-8.131516293641283e-20,1.7211709488207383e-18,-3.967451436135989e-07,0.0,-0.00020063290752814504,0.0,-0.00023177895640160115,-0.0001837893075035168,0.0,0.0,0.0,0.0,0.0,0.0,-5.2521312025411906e-08,-4.986000985259034e-07,-0.00018348099019073312,-0.0002558552832048511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010796324100363278,-1.250079769540145e-07,0.0,0.0,0.0,2.8618218299872353e-05,1.3010190772815355e-06,0.000133106878254126,1
-2.2385406033188366e-06,0.0004407549713058584,10.724428473981247,0.015009155864616094,0.0,4.792477062837921e-06,-8.131516293641283e-20,-1.9651164376299768e-18,-1.0513505504932587e-05,8.673617379884035e-19,3.666122083631722e-05,0.0,-0.00023177895640160115,-0.0001837893075035168,0.0,0.0,0.0,0.0,0.0,0.0,4.175348674008133e-06,3.9637799970289515e-05,3.2378998268952894e-05,4.6403485501115957e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004737461854285419,9.937906550446405e-06,0.0,0.0,0.0,2.8618218299872353e-05,1.3010190772815355e-06,-0.005852194981208151,1
6.715621809956473e-06,0.0004483711796737622,10.724242584852663,0.01592547398176947,0.0,4.792477062837921e-06,2.168404344971009e-19,-1.951563910473908e-18,-1.0513505504932587e-05,8.673617379884035e-19,-0.00020063290752814504,0.0,-0.00023177895640160115,-0.0001837893075035168,0.0,0.0,0.0,0.0,0.0,0.0,4.175348674008133e-06,3.9637799970289515e-05,-0.00018348099019073312,-0.0002558552832048511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004731105780968131,9.937906550446405e-06,0.0,0.0,0.0,2.8618218299872353e-05,1.3010190772815355e-06,-0.005850137528343165,1
0.0011648359963378463,-0.02886427706491887,-7.73774461406709,-1.560962110776999,0.0,0.0008312632772352752,2.168404344971009e-19,-1.951563910473908e-18,0.005470756099616052,8.673617379884035e-19,1.8140450784560283e-05,0.0,-0.00011589450383821771,-9.18986408554942e-05,0.0,0.0,0.0,0.0,0.0,0.0,-0.00024140710373414032,-0.0022917478841437905,-9.174452832651144e-05,-0.0001277426754274581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6281636908523397,-0.0005745822504497075,0.0,0.0,0.0,-7.733084745499526e-05,0.00018874274706083262,-0.7767392057874686,0
1.7794654871807144e-06,-3.943713866393519,-4.864481908892259,-0.788525948909652,0.0,-3.5022052367671046e-07,-7.047314121155779e-19,4.2012834183813297e-19,-2.2125118068789583e-06,4.336808689942018e-19,-0.21290748144821003,0.0,-0.201019083524128,-0.16021013755868677,0.0,0.0,0.0,0.0,0.0,0.0,-6.655652724279171e-08,-2.798964034367616e-06,-0.18116379994512077,-0.23692305166113756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0022402065517784825,-7.344145527945983e-07,0.0,0.0,0.0,-0.1372863888048684,4.878998448768354e-07,6.326057946432787e-05,0
2.5342549525580154e-07,0.00044631315784041185,10.727001926917128,0.0021639666274794306,0.0,1.808523331899242e-07,2.168404344971009e-19,-1.951563910473908e-18,-3.967451436135989e-07,8.673617379884035e-19,3.6661220836316566e-05,0.0,-0.00023177895640160115,-0.0001837893075035168,0.0,0.0,0.0,0.0,0.0,0.0,-5.2521312025411906e-08,-4.986000985259034e-07,-0.00018348099019073312,-0.0002558552832048511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010796324100363278,-1.250079769540145e-07,0.0,0.0,0.0,2.8618218299872353e-05,1.3010190772815355e-06,0.000133106878254126,1
-0.000295519411338372,8.04906526918038e-05,-9.285445092866869,-0.8022251795440825,0.0,-0.00017229057782675218,-8.131516293641283e-20,-1.951563910473908e-18,0.0032552665933431152,8.673617379884035e-19,1.8140450784553344e-05,0.0,-0.00011589450383821771,-9.18986408554942e-05,0.0,0.0,0.0,0.0,0.0,0.0,-2.408147930585739e-05,-0.0013734018817349123,-9.174452832651144e-05,-0.0001277426754274581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6298904714256114,-0.0003615913768786063,0.0,0.0,0.0,-7.733084745499526e-05,-0.0290663830473682,0.017592216698102226,0
-8.958960793651614e-06,-0.09862036551192178,-10.522234255681534,-0.11423189543188751,0.0,-6.393393690928786e-06,2.168404344971009e-19,1.734723475976807e-18,0.0001262296741228289,0.0,0.004277175628980999,0.0,-0.00011589450383821771,-9.18986408554942e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.6710344683855725e-05,0.00015863616471997033,-9.174452832651144e-05,-0.004377073660048748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01409434661884932,3.9772928408992464e-05,0.0,0.0,0.0,0.0042839276715889996,-0.0290663830473682,0.01743555591691435,0
2.306254342729714e-06,-0.028906085516927704,-10.697136173109692,0.0033514797254948353,0.0,1.6458149894944932e-06,0.0,1.7076184216646695e-18,-3.61050970621241e-06,0.0,1.8331239303225813e-05,0.0,-0.00011589450383821771,-9.189864085549414e-05,0.0,0.0,0.0,0.0,0.0,0.0,-4.779610031824259e-07,-4.537422887741209e-06,-9.174452832651143e-05,-0.00012793302923529842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002383178967455805,-1.1376132043662248e-06,0.0,0.0,0.0,1.4309547331873725e-05,6.505367554540737e-07,-0.002938559727087136,0
-0.00038827866544595435,-0.005190837583350985,-7.731990484156214,-1.5708948379842749,0.0,-0.0002770877590784278,1.0842021724855044e-19,-3.469446951953614e-18,-0.0018235853665386902,1.0408340855860843e-17,-0.00010012991447196375,0.0,-0.00011589450383821771,-9.18986408554942e-05,0.0,0.0,0.0,0.0,0.0,0.0,-0.00024140710373414032,-0.0022917478841437905,-9.174452832651144e-05,-0.0001277426754274581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6339643547871059,-0.0005745822504497075,0.0,0.0,0.0,-7.733084745499526e-05,0.00018874274706083262,-0.7803593065083527,0
-5.931551623935609e-07,-0.004815535730679099,-10.72268668894504,0.0018949505291402367,0.0,-3.5022052367671046e-07,-4.336808689942018e-19,-3.686287386450715e-18,6.637535420568598e-06,1.0408340855860843e-17,1.8331239303236004e-05,0.0,-0.00011589450383821771,-9.189864085549414e-05,0.0,0.0,0.0,0.0,0.0,0.0,-6.655652724279171e-08,-2.798964034367616e-06,-9.174452832651143e-05,-0.00012793302923529842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002378735825534066,-7.344145527945983e-07,0.0,0.0,0.0,1.4309547331873725e-05,-0.00010018266033992728,6.641991144728738e-05,0
2.306254342729714e-06,-0.18004919870975378,-10.520131489633675,0.0033859099464292556,0.0,-5.486049964981592e-07,-8.131516293641283e-20,2.439454888092385e-19,-3.6105097062132772e-06,2.710505431213761e-20,-0.008626484192637413,0.0,-0.00011589450383821771,-9.189864085549414e-05,0.0,0.0,0.0,0.0,0.0,0.0,-4.779610031824259e-07,-4.537422887741209e-06,-9.174452832651143e-05,-0.008634669691562014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0023843290020681717,-1.1376132043662248e-06,0.0,0.0,0.0,-0.008625254516168062,-0.00010018266033992728,-0.0029392664217458286,0
-0.00038827866544595435,-0.029205558934267843,-7.649803539782736,-1.6001124175648935,0.0,-0.0002770877590784278,1.0842021724855044e-19,-1.734723475976807e-18,-0.0018235853665386902,1.734723475976807e-18,1.8140450784572426e-05,0.0,-0.00011589450383821771,-9.18986408554942e-05,0.0,0.0,0.0,0.0,0.0,0.0,-0.00024140710373414032,-0.0022917478841437905,1.619021088114908e-05,2.301221899866355e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6340048205045866,-0.0005745822504497075,0.0,0.0,0.0,-7.733084745499526e-05,-0.0290663830473682,-0.7803953184372739,0
-0.00038827866544595435,-0.0002267493801622233,-7.737014267220928,-1.570953413488008,0.0,-0.0002770877590784278,1.0842021724855044e-19,-2.0599841277224584e-18,-0.0018235853665386902,6.938893903907228e-18,1.814045078455508e-05,0.0,-0.00011589450383821771,-9.18986408554942e-05,0.0,0.0,0.0,0.0,0.0,0.0,-0.00024140710373414032,-0.0022917478841437905,-9.174452832651144e-05,-0.0001277426754274581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6339643547871059,-0.0005745822504497075,0.0,0.0,0.0,-7.733084745499526e-05,0.00018874274706083262,-0.7803593065083527,0
-0.000295519411338372,-0.09857589075622344,-9.225764466287204,-0.759290818115419,0.0,-0.00017229057782675218,1.0842021724855044e-19,3.469446951953614e-18,-0.0010850888644477034,1.734723475976807e-18,0.004277175628981007,0.0,-0.00011589450383821771,-9.18986408554942e-05,0.0,0.0,0.0,0.0,0.0,0.0,-2.408147930585739e-05,-0.0013734018817349123,-9.174452832651144e-05,-0.004377073660048748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6339194629930237,-0.0003615913768786063,0.0,0.0,0.0,0.0042839276715889996,-0.0290663830473682,0.017631994411267213,0
-0.00038827866544595435,-0.005191218326514092,-7.732049428967263,-1.5709537827953208,0.0,-0.0002770877590784278,-1.3010426069826053e-18,-2.0599841277224584e-18,-0.0018235853665386902,6.938893903907228e-18,1.8140450784557247e-05,0.0,-0.00011589450383821771,-9.18986408554942e-05,0.0,0.0,0.0,0.0,0.0,0.0,-0.00024140710373414032,-0.0022917478841437905,-9.174452832651144e-05,-0.0001277426754274581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6339643547871059,-0.0005745822504497075,0.0,0.0,0.0,-7.733084745499526e-05,0.00018874274706083262,-0.7803593065083527,0
-7.687514475765579e-07,-0.008189228792387676,-7.736709101505336,-1.8888828951237815,0.0,-5.486049964981592e-07,-2.3852447794681098e-18,-2.168404344971009e-19,-3.6105097061996163e-06,6.938893903907228e-18,0.03938765728809732,0.0,-0.25981322866226864,-0.20601913764771326,0.0,0.0,0.0,0.0,0.0,0.0,-4.779610031824259e-07,-4.537422887741209e-06,-0.205674357028663,-0.28509779528106866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002386447819247573,-1.1376132043662248e-06,0.0,0.0,0.0,-0.17207759123296396,6.505367554540737e-07,-0.0029399522801773674,0
-7.687514475765579e-07,-5.293184234269876,-5.422017930746272,0.0007667140830318094,0.0,-5.486049964981592e-07,-4.336808689942018e-19,-3.496552006265752e-18,-3.61050970620005e-06,1.0408340855860843e-17,0.008543754137479114,0.0,-0.0001027782764368188,-8.167923447095264e-05,0.0,0.0,0.0,0.0,0.0,0.0,-4.779610031824259e-07,-4.537422887741209e-06,-8.627653419737909e-05,-0.00862202477287014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0022423253689578837,-1.1376132043662248e-06,0.0,0.0,0.0,-0.008615586149986837,4.878998448768354e-07,-0.002759548316053886,0
-5.0686908631422265e-08,-0.16299687405375923,-10.557037735186094,0.0006174540397078457,0.0,-3.6171758010868025e-08,5.421010862427522e-20,-3.496552006265752e-18,-2.380555850164627e-07,1.0408340855860843e-17,0.008544494728949987,0.0,-0.00011589450383821771,-9.189864085549414e-05,0.0,0.0,0.0,0.0,0.0,0.0,-3.1513912297743356e-08,-2.991707398510695e-07,-9.174452832651143e-05,-0.008634669691562014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.403199468461824e-05,-7.50074640241474e-08,0.0,0.0,0.0,-0.008625254516168062,-0.00010018266033992728,6.649521195214855e-05,0
5.135349278114609e-06,0.00044249980515989064,10.725861420550068,0.007876118334490168,0.0,3.007123045713085e-06,2.168404344971009e-19,-1.951563910473908e-18,-6.31976135744967e-06,8.673617379884035e-19,3.6661220836316566e-05,0.0,-0.00023177895640160115,-0.0001837893075035168,0.0,0.0,0.0,0.0,0.0,0.0,-1.576429015546148e-07,-7.997533754762946e-06,3.2378998268952894e-05,4.6403485501115957e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0047685325659443945,-2.103111535351784e-06,0.0,0.0,0.0,2.8618218299872353e-05,-0.0002003569379013563,0.000133106878254126,1
1.7794654871807144e-06,-0.15248292364038044,-7.5958445954502185,-1.8799433133284762,0.0,1.0506615710301404e-06,3.469446951953614e-18,-6.965998958219366e-18,-2.212511806848167e-06,6.938893903907228e-18,0.04791382077774409,0.0,-0.25981322866226864,-0.20601913764771326,0.0,0.0,0.0,0.0,0.0,0.0,-6.655652724279171e-08,-2.798964034367616e-06,-0.205674357028663,-0.2936045319433953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002383102364536395,-7.344145527945983e-07,0.0,0.0,0.0,-0.18062532363051453,6.505367554540737e-07,6.651628953117886e-05,0
6.715621809956473e-06,0.00044455649586679086,10.724227966828082,0.016047279476498748,0.0,4.792477062837921e-06,2.168404344971009e-19,1.7076184216646695e-18,-1.0513505504932587e-05,0.0,3.6661220836316566e-05,0.0,-0.00023177895640160115,-0.0001837893075035168,0.0,0.0,0.0,0.0,0.0,0.0,-1.3917828913360602e-06,-1.3212599990096514e-05,-0.00018348099019073312,-0.0002558552832048511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0047685325659443945,-3.3126355168154775e-06,0.0,0.0,0.0,2.8618218299872353e-05,-0.0002003569379013563,-0.005880051627502979,1
